job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level
Machine Learning Engineer,Senior,Full-time,S,DE,DE,Technology,50,13.0,Bachelors
Data Analyst,Mid,Full-time,S,DE,DE,Media,0,7.5,Bootcamp
Data Analyst,Mid,Full-time,L,GB,GB,Education,50,4.4,Bachelors
Analytics Engineer,Senior,Freelance,S,US,US,Healthcare,50,10.2,Masters
Data Scientist,Mid,Full-time,S,BR,BR,Retail,50,6.6,Masters
MLOps Engineer,Senior,Full-time,S,CA,IN,Finance,100,13.5,Masters
Data Scientist,Executive,Full-time,M,SG,SG,Government,0,16.1,Self-taught
Machine Learning Engineer,Entry,Full-time,M,NL,AU,Consulting,100,0.6,PhD
Data Scientist,Mid,Full-time,S,GB,GB,Technology,50,7.0,Bachelors
Research Scientist,Senior,Full-time,S,DE,DE,Retail,50,10.9,Masters
Data Engineer,Senior,Full-time,M,SG,SG,Healthcare,50,9.1,Bachelors
Machine Learning Engineer,Entry,Contract,M,BR,NL,Healthcare,0,2.7,Masters
Data Engineer,Mid,Contract,M,DE,US,Technology,0,5.1,PhD
Machine Learning Engineer,Senior,Full-time,M,US,IN,Retail,100,10.3,PhD
Research Scientist,Lead,Freelance,M,DE,DE,Technology,0,13.0,PhD
Data Analyst,Senior,Freelance,M,US,US,Technology,0,11.3,Bachelors
Analytics Engineer,Executive,Full-time,L,AU,AU,Finance,50,18.4,Bachelors
Analytics Engineer,Mid,Full-time,S,US,US,Technology,100,8.4,Bachelors
Computer Vision Engineer,Senior,Full-time,M,PL,PL,Consulting,0,10.6,Bachelors
Data Engineer,Lead,Full-time,S,NL,DE,Healthcare,100,14.8,Bachelors
Business Intelligence Analyst,Mid,Full-time,M,BR,BR,Technology,0,7.7,Bachelors
Data Scientist,Lead,Full-time,S,GB,GB,Retail,50,15.6,Bootcamp
Data Science Manager,Mid,Full-time,M,CA,CA,Finance,50,5.9,Self-taught
Data Analyst,Mid,Full-time,M,DE,CA,Technology,100,6.9,Bootcamp
Data Engineer,Mid,Full-time,M,IN,IN,Retail,100,7.0,PhD
Data Scientist,Entry,Full-time,L,NL,NL,Technology,100,2.5,Bachelors
LLM Engineer,Senior,Full-time,S,GB,GB,Energy,100,9.7,Masters
Machine Learning Engineer,Senior,Contract,L,FR,FR,Retail,0,11.0,Bachelors
Data Science Manager,Lead,Full-time,S,AU,AU,Consulting,0,10.7,Self-taught
Data Scientist,Lead,Contract,M,IN,IN,Healthcare,50,15.5,Bachelors
Business Intelligence Analyst,Entry,Full-time,M,US,FR,Technology,100,1.8,Bachelors
Data Engineer,Lead,Part-time,S,US,US,Education,50,15.0,Bachelors
Data Analyst,Senior,Part-time,L,DE,DE,Technology,0,9.7,Bachelors
Research Scientist,Lead,Full-time,S,US,US,Retail,100,13.1,Self-taught
Data Scientist,Entry,Part-time,M,US,US,Technology,50,1.0,Bachelors
Machine Learning Engineer,Mid,Full-time,M,PL,PL,Retail,0,10.6,Bootcamp
Machine Learning Engineer,Mid,Full-time,L,AU,GB,Technology,100,6.8,Bachelors
Data Scientist,Entry,Full-time,M,BR,BR,Technology,50,1.6,Masters
Machine Learning Engineer,Senior,Full-time,M,FR,FR,Technology,0,11.4,Bachelors
Data Engineer,Senior,Full-time,M,IN,IN,Technology,50,9.5,PhD
Data Analyst,Lead,Full-time,S,SG,SG,Energy,100,17.1,Self-taught
Computer Vision Engineer,Executive,Full-time,M,AU,AU,Healthcare,100,21.5,Bootcamp
AI Engineer,Mid,Full-time,S,US,US,Manufacturing,100,3.0,Bootcamp
Data Analyst,Entry,Full-time,M,US,US,Finance,0,5.7,Self-taught
Analytics Engineer,Mid,Full-time,S,US,US,Technology,50,7.1,Bachelors
Data Engineer,Executive,Full-time,L,IN,AU,Consulting,100,16.4,Masters
AI Engineer,Lead,Full-time,S,US,US,Government,0,16.1,Bachelors
Data Engineer,Mid,Full-time,S,US,US,Education,100,4.9,Masters
Research Scientist,Mid,Full-time,L,BR,BR,Consulting,0,7.4,Bachelors
MLOps Engineer,Mid,Full-time,S,DE,DE,Finance,50,8.3,Bachelors
Data Engineer,Lead,Full-time,M,PL,PL,Healthcare,0,13.2,PhD
LLM Engineer,Senior,Full-time,L,US,US,Technology,0,8.1,Self-taught
AI Engineer,Mid,Part-time,M,NL,NL,Government,100,8.4,Bachelors
AI Engineer,Mid,Full-time,M,IN,IN,Energy,50,5.8,Bachelors
Data Analyst,Mid,Full-time,S,GB,GB,Government,50,7.1,Masters
Data Analyst,Executive,Full-time,S,AU,BR,Technology,100,16.9,Self-taught
Data Engineer,Entry,Full-time,M,BR,BR,Manufacturing,100,2.5,Masters
Data Scientist,Mid,Full-time,L,CA,US,Energy,0,0.8,PhD
Data Scientist,Lead,Full-time,L,US,US,Finance,0,13.8,Masters
Research Scientist,Senior,Full-time,M,BR,BR,Technology,50,11.2,Masters
Data Engineer,Entry,Full-time,M,AU,AU,Retail,50,1.9,Bachelors
MLOps Engineer,Entry,Full-time,L,IN,IN,Retail,0,1.1,Bachelors
Data Scientist,Lead,Freelance,M,IN,IN,Technology,0,15.9,PhD
Analytics Engineer,Senior,Part-time,M,US,US,Government,100,11.9,PhD
Data Analyst,Lead,Full-time,S,US,US,Healthcare,50,12.2,Masters
Business Intelligence Analyst,Lead,Full-time,S,AU,IN,Manufacturing,100,13.3,Masters
Business Intelligence Analyst,Entry,Full-time,M,IN,IN,Finance,0,1.8,Masters
MLOps Engineer,Mid,Full-time,L,IN,US,Technology,50,3.9,Masters
Data Engineer,Senior,Full-time,M,US,US,Consulting,0,9.0,Bachelors
Data Scientist,Mid,Part-time,M,US,US,Healthcare,100,5.6,Bachelors
Analytics Engineer,Mid,Full-time,S,US,CA,Technology,0,5.5,Masters
AI Engineer,Lead,Full-time,M,US,US,Technology,100,15.5,Bootcamp
Data Scientist,Senior,Full-time,M,GB,GB,Technology,0,10.0,Bachelors
AI Engineer,Lead,Contract,M,GB,GB,Technology,0,11.8,Masters
Data Scientist,Mid,Full-time,S,BR,BR,Technology,100,4.6,Masters
Machine Learning Engineer,Lead,Full-time,M,US,US,Manufacturing,50,11.1,Bachelors
AI Engineer,Mid,Full-time,M,US,US,Technology,0,5.9,Masters
LLM Engineer,Senior,Full-time,L,US,GB,Consulting,50,8.7,Bachelors
Data Engineer,Senior,Full-time,M,GB,US,Manufacturing,0,10.4,Bachelors
Data Analyst,Mid,Contract,M,GB,GB,Consulting,50,6.5,Bootcamp
Data Engineer,Senior,Freelance,M,US,US,Consulting,0,12.1,Masters
Data Scientist,Lead,Contract,M,DE,DE,Education,50,11.6,Masters
Computer Vision Engineer,Senior,Full-time,M,IN,IN,Government,0,8.5,Bachelors
Business Intelligence Analyst,Mid,Full-time,M,US,US,Consulting,50,4.7,Masters
AI Engineer,Entry,Full-time,M,GB,GB,Media,100,2.9,Self-taught
Data Scientist,Entry,Full-time,M,SG,SG,Finance,0,4.8,Bachelors
Data Scientist,Lead,Full-time,L,IN,IN,Finance,0,14.7,Bachelors
Computer Vision Engineer,Entry,Full-time,M,PL,PL,Technology,0,2.3,Bachelors
Data Scientist,Entry,Full-time,L,US,US,Consulting,0,4.0,Masters
Data Scientist,Mid,Full-time,M,AU,AU,Retail,50,4.6,Masters
Analytics Engineer,Entry,Full-time,M,GB,DE,Technology,100,0.0,Bachelors
Data Engineer,Mid,Full-time,M,CA,CA,Healthcare,0,6.2,PhD
Machine Learning Engineer,Entry,Contract,M,DE,DE,Technology,0,1.5,Self-taught
Machine Learning Engineer,Mid,Contract,M,US,US,Technology,50,3.7,Masters
MLOps Engineer,Senior,Contract,M,US,US,Media,50,8.6,Self-taught
Machine Learning Engineer,Senior,Full-time,S,US,US,Manufacturing,0,8.4,Bachelors
LLM Engineer,Senior,Freelance,L,FR,FR,Retail,50,9.0,Masters
Machine Learning Engineer,Entry,Full-time,M,GB,GB,Energy,0,2.1,Masters
Data Engineer,Lead,Contract,M,GB,GB,Education,100,14.6,Self-taught
Data Analyst,Senior,Full-time,M,GB,GB,Retail,100,14.1,Masters
Analytics Engineer,Entry,Full-time,M,US,US,Technology,0,2.4,Masters
Data Analyst,Senior,Full-time,L,US,US,Technology,0,8.7,Bachelors
AI Engineer,Executive,Full-time,S,IN,IN,Manufacturing,0,17.4,Bachelors
AI Engineer,Lead,Full-time,M,US,US,Consulting,100,15.6,Self-taught
Data Science Manager,Mid,Contract,S,US,US,Technology,100,4.5,Masters
Data Scientist,Entry,Full-time,L,DE,DE,Technology,0,2.0,Bachelors
Data Analyst,Lead,Contract,S,US,US,Healthcare,100,12.3,Bachelors
Research Scientist,Mid,Full-time,S,CA,CA,Finance,0,6.5,Masters
Data Engineer,Lead,Contract,M,US,US,Finance,100,14.6,Bachelors
Data Scientist,Senior,Full-time,L,US,US,Technology,100,6.5,Masters
Business Intelligence Analyst,Senior,Contract,S,US,US,Healthcare,0,12.0,Masters
MLOps Engineer,Lead,Full-time,L,US,US,Technology,50,14.9,Bachelors
Data Analyst,Lead,Full-time,M,US,US,Retail,0,13.1,Masters
Data Scientist,Executive,Full-time,M,US,US,Healthcare,100,22.8,Bootcamp
LLM Engineer,Mid,Full-time,M,DE,US,Government,100,6.2,Bachelors
AI Engineer,Senior,Full-time,M,GB,GB,Finance,100,8.1,PhD
Computer Vision Engineer,Entry,Full-time,L,IN,FR,Healthcare,100,2.1,Bootcamp
Machine Learning Engineer,Lead,Full-time,M,IN,IN,Education,50,14.4,Masters
Data Analyst,Senior,Full-time,L,PL,PL,Consulting,0,13.4,Self-taught
Data Scientist,Senior,Full-time,M,US,US,Finance,50,10.8,Masters
Machine Learning Engineer,Entry,Contract,S,IN,IN,Technology,50,6.4,Masters
MLOps Engineer,Mid,Full-time,S,GB,GB,Consulting,50,5.9,Bootcamp
Data Scientist,Entry,Full-time,M,US,US,Technology,50,2.3,Bachelors
Data Engineer,Lead,Full-time,M,IN,IN,Technology,50,13.5,Masters
Data Engineer,Senior,Full-time,M,US,US,Healthcare,100,7.6,PhD
Research Scientist,Entry,Full-time,M,US,US,Technology,0,3.4,Masters
Data Analyst,Mid,Full-time,M,IN,IN,Manufacturing,100,7.0,Masters
Business Intelligence Analyst,Entry,Full-time,M,US,US,Finance,0,3.6,Masters
Data Engineer,Senior,Full-time,M,US,US,Manufacturing,50,11.4,Bachelors
LLM Engineer,Senior,Full-time,M,IN,US,Finance,100,9.0,Bachelors
LLM Engineer,Entry,Full-time,M,CA,CA,Finance,50,1.1,Bachelors
Business Intelligence Analyst,Mid,Full-time,S,US,IN,Government,0,6.1,Masters
Data Analyst,Entry,Full-time,L,CA,IN,Energy,100,0.9,Masters
LLM Engineer,Senior,Full-time,M,US,US,Technology,50,11.6,Masters
Data Analyst,Mid,Full-time,S,PL,PL,Technology,100,7.3,Masters
Data Engineer,Mid,Full-time,M,DE,DE,Retail,100,5.2,Bachelors
Data Analyst,Entry,Contract,S,IN,IN,Technology,0,3.3,Masters
Machine Learning Engineer,Senior,Full-time,S,DE,AU,Technology,100,9.1,Bachelors
Data Scientist,Executive,Part-time,L,IN,IN,Healthcare,0,21.9,PhD
Data Science Manager,Mid,Full-time,S,US,US,Manufacturing,50,6.0,Masters
Data Scientist,Lead,Full-time,M,BR,US,Energy,100,17.6,Bachelors
Machine Learning Engineer,Mid,Full-time,S,AU,AU,Healthcare,50,7.4,Bootcamp
LLM Engineer,Senior,Full-time,S,IN,IN,Retail,0,13.9,Self-taught
Data Scientist,Senior,Full-time,M,AU,AU,Technology,100,8.0,Bachelors
AI Engineer,Entry,Contract,M,FR,FR,Government,50,4.2,PhD
AI Engineer,Entry,Full-time,L,US,US,Technology,50,0.2,Masters
Analytics Engineer,Mid,Full-time,L,US,US,Retail,0,3.8,Masters
MLOps Engineer,Senior,Full-time,L,IN,IN,Finance,50,11.6,Bootcamp
LLM Engineer,Entry,Freelance,S,IN,IN,Technology,0,0.5,Masters
Analytics Engineer,Senior,Full-time,L,US,NL,Technology,100,10.6,Masters
AI Engineer,Senior,Full-time,M,NL,BR,Technology,100,11.4,PhD
Data Engineer,Senior,Full-time,M,NL,NL,Government,50,11.6,Bachelors
Data Scientist,Entry,Freelance,L,PL,AU,Retail,50,0.0,Masters
Data Analyst,Senior,Full-time,M,US,US,Technology,0,10.0,Bachelors
Business Intelligence Analyst,Senior,Full-time,M,US,US,Finance,0,9.4,Bachelors
Data Analyst,Senior,Full-time,S,US,US,Healthcare,100,13.3,Bachelors
Business Intelligence Analyst,Mid,Full-time,M,GB,GB,Healthcare,50,5.6,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Finance,50,10.7,Masters
Data Scientist,Entry,Full-time,S,AU,AU,Finance,100,0.7,Bootcamp
Data Engineer,Mid,Full-time,S,AU,AU,Energy,0,4.4,Bachelors
Data Engineer,Mid,Contract,M,US,US,Government,0,10.7,Masters
Data Scientist,Lead,Full-time,M,FR,FR,Healthcare,50,15.9,PhD
Machine Learning Engineer,Senior,Full-time,M,DE,DE,Technology,0,6.2,Bachelors
Analytics Engineer,Executive,Contract,M,IN,IN,Media,100,18.0,Self-taught
Machine Learning Engineer,Mid,Full-time,L,US,US,Healthcare,50,9.1,Masters
Machine Learning Engineer,Mid,Full-time,S,GB,GB,Technology,50,5.7,PhD
Data Science Manager,Senior,Full-time,L,IN,IN,Manufacturing,0,11.8,Bachelors
Data Analyst,Senior,Full-time,L,DE,DE,Finance,0,10.0,Bachelors
AI Engineer,Mid,Full-time,L,US,US,Manufacturing,100,6.1,Bachelors
Data Science Manager,Senior,Full-time,M,GB,GB,Manufacturing,0,10.8,Bachelors
Machine Learning Engineer,Entry,Part-time,S,DE,DE,Finance,0,2.1,Masters
AI Engineer,Lead,Full-time,S,GB,GB,Government,50,13.1,Bachelors
AI Engineer,Entry,Full-time,M,FR,US,Technology,100,1.5,Bootcamp
Data Scientist,Lead,Contract,M,BR,BR,Healthcare,0,14.1,Self-taught
MLOps Engineer,Senior,Full-time,S,IN,IN,Technology,0,10.9,Masters
Computer Vision Engineer,Senior,Full-time,M,GB,GB,Manufacturing,0,12.0,Masters
Computer Vision Engineer,Senior,Full-time,L,US,US,Healthcare,50,10.0,Bachelors
AI Engineer,Entry,Full-time,M,CA,CA,Retail,50,0.0,Bachelors
Data Engineer,Senior,Full-time,M,GB,GB,Finance,50,9.7,Self-taught
Research Scientist,Senior,Full-time,S,US,US,Retail,50,5.5,Bootcamp
Computer Vision Engineer,Mid,Full-time,M,NL,NL,Healthcare,100,5.8,PhD
Data Science Manager,Senior,Contract,S,US,US,Manufacturing,0,9.3,Masters
Data Engineer,Executive,Contract,M,IN,IN,Finance,0,18.1,Masters
Computer Vision Engineer,Mid,Full-time,M,US,US,Finance,50,4.4,Bachelors
MLOps Engineer,Senior,Full-time,M,AU,AU,Finance,50,9.7,Masters
Business Intelligence Analyst,Entry,Full-time,M,DE,DE,Technology,100,0.0,Masters
Data Analyst,Mid,Full-time,M,US,US,Technology,0,5.1,Masters
Data Science Manager,Lead,Full-time,L,US,US,Manufacturing,50,13.1,Masters
Analytics Engineer,Mid,Full-time,L,US,US,Finance,0,9.2,Bachelors
Data Analyst,Senior,Full-time,S,GB,GB,Technology,100,8.4,Masters
AI Engineer,Entry,Full-time,M,IN,IN,Technology,0,0.0,Masters
Data Scientist,Lead,Full-time,M,AU,AU,Finance,50,12.5,Bachelors
MLOps Engineer,Senior,Full-time,M,US,US,Media,50,8.0,Masters
AI Engineer,Entry,Full-time,L,US,US,Finance,100,0.0,Bachelors
AI Engineer,Senior,Full-time,S,US,US,Retail,0,11.6,Self-taught
LLM Engineer,Executive,Full-time,L,BR,BR,Healthcare,0,15.2,Bachelors
Analytics Engineer,Mid,Full-time,M,US,US,Technology,100,6.6,Bachelors
Data Scientist,Mid,Freelance,L,IN,IN,Technology,0,3.3,Bachelors
Analytics Engineer,Entry,Full-time,M,US,US,Technology,100,0.0,Bootcamp
AI Engineer,Mid,Full-time,L,FR,US,Manufacturing,100,5.9,Self-taught
Data Analyst,Senior,Contract,S,SG,SG,Healthcare,0,12.5,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Technology,0,13.9,Masters
Machine Learning Engineer,Mid,Full-time,M,DE,DE,Technology,0,7.2,Masters
Business Intelligence Analyst,Lead,Full-time,M,GB,ES,Finance,100,14.5,Masters
Business Intelligence Analyst,Mid,Full-time,S,US,US,Manufacturing,100,6.7,Bachelors
Data Scientist,Lead,Full-time,M,GB,GB,Government,0,11.8,Masters
Machine Learning Engineer,Lead,Contract,M,DE,DE,Technology,0,14.7,PhD
LLM Engineer,Mid,Full-time,M,US,US,Retail,0,8.2,Masters
AI Engineer,Senior,Full-time,M,US,US,Technology,0,7.7,Bootcamp
Business Intelligence Analyst,Entry,Contract,L,US,US,Education,100,3.7,Masters
AI Engineer,Lead,Full-time,L,US,US,Technology,50,14.6,Bootcamp
Data Analyst,Lead,Full-time,S,US,GB,Government,100,15.3,Bachelors
Machine Learning Engineer,Mid,Full-time,L,PL,NL,Retail,0,4.5,Masters
Machine Learning Engineer,Lead,Full-time,M,FR,FR,Media,50,14.7,PhD
Business Intelligence Analyst,Mid,Full-time,M,IN,IN,Government,100,6.4,Masters
Data Engineer,Senior,Full-time,L,GB,GB,Finance,50,7.3,PhD
Data Analyst,Senior,Freelance,M,US,US,Manufacturing,50,11.2,Masters
Analytics Engineer,Mid,Full-time,M,US,US,Healthcare,50,6.7,Masters
Machine Learning Engineer,Senior,Contract,L,GB,GB,Technology,100,11.7,PhD
Machine Learning Engineer,Senior,Full-time,L,DE,GB,Energy,0,11.5,Masters
Data Science Manager,Lead,Full-time,S,IN,IN,Healthcare,0,15.8,Bachelors
Research Scientist,Senior,Full-time,M,CA,CA,Manufacturing,0,9.3,Bachelors
Research Scientist,Lead,Full-time,S,GB,GB,Technology,100,15.4,Bachelors
Computer Vision Engineer,Mid,Part-time,L,ES,ES,Government,50,5.7,Bachelors
MLOps Engineer,Mid,Full-time,S,US,US,Technology,0,5.6,Masters
Data Science Manager,Senior,Full-time,L,US,US,Manufacturing,50,9.9,Masters
Research Scientist,Lead,Contract,M,IN,IN,Energy,100,17.7,PhD
AI Engineer,Mid,Full-time,S,IN,IN,Finance,0,6.2,Masters
Data Engineer,Mid,Full-time,S,DE,DE,Technology,0,7.6,Bootcamp
Data Analyst,Entry,Full-time,M,DE,DE,Education,0,3.8,Bachelors
AI Engineer,Senior,Full-time,M,DE,DE,Finance,0,11.5,Masters
Data Scientist,Entry,Contract,S,GB,GB,Technology,100,3.3,Masters
Data Analyst,Senior,Full-time,S,US,US,Technology,0,13.4,Masters
MLOps Engineer,Senior,Full-time,L,SG,SG,Technology,50,7.8,Bootcamp
Research Scientist,Mid,Full-time,S,PL,PL,Healthcare,50,9.8,Bachelors
Data Scientist,Mid,Freelance,L,US,US,Healthcare,100,5.1,PhD
Data Analyst,Mid,Full-time,M,BR,BR,Retail,50,6.4,Masters
AI Engineer,Senior,Full-time,M,IN,IN,Finance,100,7.7,PhD
Data Engineer,Senior,Full-time,S,IN,US,Government,100,7.8,Masters
AI Engineer,Mid,Full-time,M,IN,IN,Healthcare,100,9.0,Masters
Data Scientist,Mid,Full-time,S,GB,GB,Retail,0,6.3,Self-taught
Business Intelligence Analyst,Senior,Freelance,M,PL,PL,Manufacturing,0,10.5,Masters
Data Analyst,Mid,Full-time,M,US,US,Finance,0,8.7,Bootcamp
Data Engineer,Entry,Full-time,L,US,US,Technology,0,3.0,Bachelors
Machine Learning Engineer,Entry,Full-time,L,DE,DE,Technology,0,0.5,Bachelors
AI Engineer,Lead,Full-time,M,DE,DE,Technology,0,14.9,Masters
Data Science Manager,Lead,Full-time,L,GB,GB,Finance,0,15.9,Masters
Data Analyst,Mid,Full-time,L,GB,GB,Healthcare,0,7.7,PhD
Data Analyst,Entry,Full-time,M,GB,GB,Healthcare,100,5.0,Bootcamp
Data Scientist,Senior,Freelance,M,PL,PL,Education,100,10.6,Bootcamp
Analytics Engineer,Senior,Full-time,M,US,US,Technology,100,13.6,Bachelors
Data Engineer,Senior,Full-time,M,US,IN,Consulting,50,8.1,Bachelors
Computer Vision Engineer,Senior,Full-time,L,DE,DE,Technology,50,11.3,Masters
Data Scientist,Senior,Full-time,M,PL,PL,Technology,100,11.3,Masters
AI Engineer,Entry,Full-time,S,US,US,Consulting,50,2.7,Bachelors
Analytics Engineer,Mid,Contract,M,US,US,Technology,100,7.8,Masters
Machine Learning Engineer,Mid,Contract,M,US,US,Healthcare,100,8.1,Bachelors
Data Engineer,Lead,Full-time,L,IN,IN,Manufacturing,100,15.5,Bachelors
LLM Engineer,Mid,Full-time,M,IN,IN,Consulting,50,6.7,Masters
Machine Learning Engineer,Senior,Full-time,S,US,US,Media,0,11.5,Bachelors
Business Intelligence Analyst,Entry,Full-time,S,IN,IN,Retail,100,2.7,Masters
Data Analyst,Mid,Contract,M,US,US,Technology,0,6.5,Masters
AI Engineer,Mid,Full-time,S,SG,SG,Technology,0,5.6,Bachelors
Research Scientist,Mid,Full-time,M,PL,PL,Energy,100,5.6,Masters
Business Intelligence Analyst,Executive,Full-time,S,US,US,Finance,100,17.7,Masters
Data Scientist,Entry,Full-time,L,DE,DE,Manufacturing,50,0.0,Masters
LLM Engineer,Senior,Full-time,L,US,US,Education,50,9.9,Bachelors
MLOps Engineer,Lead,Freelance,S,US,US,Retail,50,16.1,Bachelors
Business Intelligence Analyst,Senior,Contract,S,IN,IN,Education,0,13.2,Masters
AI Engineer,Mid,Full-time,M,SG,SG,Manufacturing,100,4.6,Bachelors
Machine Learning Engineer,Senior,Full-time,S,US,US,Finance,0,5.1,Masters
Analytics Engineer,Senior,Full-time,M,ES,ES,Retail,50,9.4,Bachelors
Data Engineer,Mid,Contract,M,IN,IN,Technology,0,8.5,Bachelors
Data Scientist,Mid,Full-time,S,CA,CA,Technology,100,5.6,Self-taught
Analytics Engineer,Senior,Full-time,M,US,US,Technology,100,12.0,Bachelors
LLM Engineer,Senior,Full-time,S,CA,CA,Retail,50,12.8,Self-taught
LLM Engineer,Mid,Full-time,M,US,US,Technology,50,6.6,Bachelors
Machine Learning Engineer,Lead,Full-time,M,US,US,Retail,50,10.2,Bachelors
MLOps Engineer,Senior,Full-time,L,IN,IN,Retail,50,10.5,Bachelors
MLOps Engineer,Mid,Full-time,M,CA,CA,Government,0,8.1,PhD
Data Engineer,Senior,Full-time,L,CA,CA,Finance,50,11.1,Masters
Analytics Engineer,Mid,Full-time,M,NL,NL,Technology,100,8.7,Bachelors
Data Science Manager,Mid,Full-time,S,US,US,Manufacturing,50,3.1,Bachelors
Data Engineer,Lead,Full-time,M,US,US,Technology,0,13.0,Masters
Data Analyst,Entry,Full-time,M,CA,CA,Technology,0,1.4,Masters
AI Engineer,Senior,Full-time,M,IN,IN,Technology,50,8.7,Bachelors
Business Intelligence Analyst,Lead,Full-time,M,BR,BR,Finance,50,13.8,Masters
AI Engineer,Entry,Full-time,S,ES,ES,Media,0,1.0,Bootcamp
Data Science Manager,Mid,Full-time,M,SG,SG,Finance,50,7.4,Masters
Computer Vision Engineer,Lead,Full-time,M,NL,NL,Media,100,14.4,Bachelors
MLOps Engineer,Entry,Full-time,S,DE,DE,Consulting,0,2.8,Bachelors
MLOps Engineer,Mid,Full-time,M,DE,DE,Technology,50,7.9,Bootcamp
Data Analyst,Executive,Full-time,M,US,US,Technology,50,17.5,Bachelors
Data Engineer,Entry,Full-time,S,US,US,Technology,0,2.5,Masters
LLM Engineer,Entry,Full-time,S,BR,BR,Education,0,1.5,Masters
Data Engineer,Mid,Contract,S,GB,GB,Technology,50,6.5,Bachelors
Data Analyst,Entry,Full-time,S,DE,DE,Technology,100,1.2,Self-taught
Data Scientist,Entry,Full-time,S,IN,IN,Education,0,5.3,Masters
Data Analyst,Mid,Full-time,M,US,US,Education,0,5.1,Masters
AI Engineer,Mid,Full-time,L,US,US,Technology,50,6.0,Masters
Computer Vision Engineer,Executive,Full-time,M,GB,GB,Technology,0,16.8,Bachelors
Data Engineer,Lead,Freelance,M,US,US,Media,50,15.0,Masters
Analytics Engineer,Entry,Full-time,M,BR,BR,Technology,100,2.1,Masters
Data Scientist,Mid,Full-time,S,US,US,Finance,50,4.9,Bootcamp
LLM Engineer,Entry,Contract,S,IN,IN,Healthcare,50,3.1,Bootcamp
Computer Vision Engineer,Mid,Full-time,M,CA,CA,Healthcare,50,5.6,Bachelors
Machine Learning Engineer,Mid,Full-time,M,ES,ES,Technology,50,6.2,Bachelors
Machine Learning Engineer,Senior,Full-time,S,NL,NL,Finance,0,10.3,Bachelors
Business Intelligence Analyst,Entry,Contract,L,US,US,Finance,0,0.0,Bachelors
Data Analyst,Lead,Full-time,M,GB,US,Healthcare,0,17.7,Bachelors
Computer Vision Engineer,Senior,Full-time,S,DE,DE,Finance,50,8.6,Bachelors
Computer Vision Engineer,Entry,Full-time,M,US,US,Retail,100,1.5,Bachelors
Data Science Manager,Mid,Full-time,M,BR,BR,Healthcare,100,5.8,Masters
Business Intelligence Analyst,Lead,Full-time,S,GB,GB,Finance,0,13.7,Masters
Machine Learning Engineer,Mid,Full-time,S,GB,BR,Government,100,6.6,Bachelors
MLOps Engineer,Mid,Full-time,M,NL,NL,Technology,50,4.4,PhD
AI Engineer,Lead,Full-time,M,CA,CA,Retail,100,16.1,Masters
Data Engineer,Entry,Full-time,M,NL,NL,Technology,50,1.0,Masters
Data Science Manager,Lead,Part-time,M,US,US,Technology,0,14.1,Masters
Data Scientist,Executive,Full-time,M,BR,BR,Media,50,18.2,Masters
